Index,Symbol,Company Name,Market Cap,Last Sale,% Change,Revenue
1990,KVAC,Keen Vision Acquisition Corporation,121.19M,11.20,0.18%,
1991,TLSA,Tiziana Life Sciences Ltd,121.09M,1.110,-13.95%,
1992,VBFC,Village Bank and Trust Financial Corp.,120.25M,80.15,0.15%,33.14M
1993,DERM,Journey Medical Corporation,119.91M,5.74,3.05%,57.77M
1994,LCUT,"Lifetime Brands, Inc.",119.68M,5.40,-3.74%,682.95M
1995,CHRS,"Coherus BioSciences, Inc.",119.37M,1.030,8.83%,266.96M
1996,ELUT,Elutia Inc.,118.95M,2.940,-9.26%,24.38M
1997,RAIL,"FreightCar America, Inc.",118.94M,6.24,-2.95%,559.43M
1998,LGO,Largo Inc.,118.86M,1.850,-1.60%,144.82M
1999,NEGG,"Newegg Commerce, Inc.",117.89M,0.300,0.67%,1.39B
2000,VXRT,"Vaxart, Inc.",117.40M,0.516,-9.09%,28.70M
2001,GECC,Great Elm Capital Corp.,117.12M,10.15,1.05%,39.32M
2002,TIL,"Instil Bio, Inc.",116.75M,17.89,-9.23%,
2003,ISSC,"Innovative Solutions and Support, Inc.",116.68M,6.65,-4.73%,53.86M
2004,TWIN,"Twin Disc, Incorporated",116.28M,8.22,1.11%,321.40M
2005,MAMO,Massimo Group,115.88M,2.800,,130.71M
2006,AFBI,"Affinity Bancshares, Inc.",115.82M,18.07,1.69%,30.61M
2007,JUNE,Junee Limited,115.38M,8.87,14.84%,2.90M
2008,MRAM,"Everspin Technologies, Inc.",115.35M,5.21,0.19%,50.40M
2009,RCMT,"RCM Technologies, Inc.",114.89M,15.14,-1.50%,278.38M
2010,EPWK,EPWK Holdings Ltd.,114.79M,5.24,10.55%,20.22M
2011,NCTY,The9 Limited,114.77M,12.29,2.33%,24.29M
2012,RVSB,"Riverview Bancorp, Inc.",114.13M,5.40,0.19%,46.65M
2013,SVII,Spring Valley Acquisition Corp. II,113.82M,11.52,-0.09%,
2014,PCSC,Perceptive Capital Solutions Corp,113.77M,10.28,,
2015,MAYA,Maywood Acquisition Corp.,113.61M,9.89,0.10%,
2016,RBKB,"Rhinebeck Bancorp, Inc.",113.05M,10.49,0.77%,25.91M
2017,LSE,"Leishen Energy Holding Co., Ltd.",112.88M,6.63,-19.83%,69.07M
2018,PLBY,"PLBY Group, Inc.",112.50M,1.200,3.45%,116.14M
2019,SEER,"Seer, Inc.",112.39M,1.880,-1.05%,14.17M
2020,MGRM,Monogram Technologies Inc.,112.22M,3.200,2.56%,
2021,ELVA,Electrovaya Inc.,112.05M,2.760,-3.16%,43.69M
2022,RPID,"Rapid Micro Biosystems, Inc.",111.98M,2.590,5.71%,28.05M
2023,COYA,"Coya Therapeutics, Inc.",111.72M,6.68,3.25%,3.55M
2024,RENB,Renovaro Inc.,111.18M,0.701,1.34%,
2025,CHAR,Charlton Aria Acquisition Corporation,110.73M,10.07,,
2026,AIFE,Aifeex Nexus Acquisition Corporation,110.26M,10.00,,
2027,GNSS,Genasys Inc.,110.09M,2.450,-0.81%,26.59M
2028,CSLR,"Complete Solaria, Inc.",109.91M,1.490,-1.32%,40.80M
2029,PPIH,"Perma-Pipe International Holdings, Inc.",109.84M,13.76,-2.13%,153.58M
2030,NIPG,NIP Group Inc.,109.66M,1.950,-26.97%,84.45M
2031,ORGN,"Origin Materials, Inc.",109.62M,0.753,-2.84%,31.28M
2032,IVAC,"Intevac, Inc.",109.49M,4.030,-0.25%,63.98M
2033,STHO,Star Holdings,109.35M,8.21,0.37%,113.30M
2034,GIFI,"Gulf Island Fabrication, Inc.",108.70M,6.65,-1.04%,159.20M
2035,EDIT,"Editas Medicine, Inc.",108.70M,1.310,-4.38%,32.31M
2036,FCEL,"FuelCell Energy, Inc.",108.68M,5.14,-1.91%,114.44M
2037,VOR,Vor Biopharma Inc.,108.56M,0.870,2.11%,
2038,CGBS,Crown LNG Holdings Limited,108.32M,0.235,-2.08%,
2039,PFX,PhenixFIN Corporation,107.72M,53.33,-0.67%,22.68M
2040,BHST,BioHarvest Sciences Inc.,107.61M,6.21,-2.80%,22.43M
2041,AMTX,"Aemetis, Inc.",107.17M,2.010,1.01%,267.64M
2042,BRAG,Bragg Gaming Group Inc.,106.76M,4.300,-2.49%,105.60M
2043,SIEB,Siebert Financial Corp.,106.32M,2.650,0.38%,83.36M
2044,ADVM,"Adverum Biotechnologies, Inc.",106.09M,5.10,-8.93%,1.00M
2045,CAMP,Camp4 Therapeutics Corporation,106.05M,5.26,5.20%,
2046,NKTX,"Nkarta, Inc.",105.85M,1.500,,
2047,NTIC,Northern Technologies International Corporation,105.60M,11.15,0.27%,86.22M
2048,PN,Skycorp Solar Group Ltd,105.57M,3.910,4.27%,49.86M
2049,REKR,"Rekor Systems, Inc.",105.24M,1.000,-0.99%,43.82M
2050,LTRX,"Lantronix, Inc.",105.12M,2.710,-1.63%,155.84M
2051,SND,"Smart Sand, Inc.",105.05M,2.450,,311.37M
2052,TUSK,"Mammoth Energy Services, Inc.",104.92M,2.180,2.35%,187.93M
2053,XBIT,XBiotech Inc.,104.88M,3.440,-0.29%,
2054,DIBS,"1stdibs.Com, Inc.",104.79M,2.960,-2.31%,88.26M
2055,FATE,"Fate Therapeutics, Inc.",104.73M,0.914,-2.43%,13.63M
2056,SY,So-Young International Inc.,104.67M,1.030,6.16%,212.14M
2057,ALTO,"Alto Ingredients, Inc.",104.19M,1.360,11.48%,965.26M
2058,BMEA,"Biomea Fusion, Inc.",104.01M,2.870,3.61%,
2059,HURC,"Hurco Companies, Inc.",103.94M,16.03,1.01%,187.94M
2060,ARTV,"Artiva Biotherapeutics, Inc.",103.72M,4.270,5.69%,2.60M
2061,PBHC,"Pathfinder Bancorp, Inc.",103.70M,17.00,2.10%,40.02M
2062,IMUX,"Immunic, Inc.",103.59M,1.150,0.88%,
2063,TNYA,"Tenaya Therapeutics, Inc.",103.50M,0.637,-2.82%,
2064,ODYS,Odysight.ai Inc.,103.48M,6.50,0.15%,4.61M
2065,FGBI,"First Guaranty Bancshares, Inc.",103.04M,8.24,-3.40%,93.14M
2066,ZJYL,Jin Medical International Ltd.,103.01M,0.658,-29.03%,23.50M
2067,KYTX,"Kyverna Therapeutics, Inc.",102.75M,2.380,4.85%,
2068,SRBK,"SR Bancorp, Inc.",102.65M,11.79,1.64%,29.08M
2069,GAIA,"Gaia, Inc.",102.26M,4.100,-1.91%,90.36M
2070,QIPT,Quipt Home Medical Corp.,102.12M,2.360,2.39%,244.72M
2071,GGR,Gogoro Inc.,101.90M,0.366,0.63%,310.52M
2072,ANIX,"Anixa Biosciences, Inc.",101.74M,3.160,0.32%,
2073,KVHI,"KVH Industries, Inc.",101.19M,5.12,-5.19%,113.83M
2074,BDTX,"Black Diamond Therapeutics, Inc.",100.86M,1.780,-5.32%,
2075,DBVT,DBV Technologies S.A.,100.72M,4.990,-5.49%,12.52M
2076,IRBT,iRobot Corporation,100.46M,3.280,3.80%,681.85M
2077,BLNK,Blink Charging Co.,100.18M,0.990,-0.98%,126.20M
2078,GALT,Galectin Therapeutics Inc.,99.79M,1.590,3.92%,
2079,SUUN,SolarBank Corporation,99.76M,3.220,-27.64%,36.25M
2080,TAYD,"Taylor Devices, Inc.",99.45M,31.71,-1.74%,44.49M
2081,AFJK,"Aimei Health Technology Co., Ltd",99.26M,11.00,,
2082,HLP,Hongli Group Inc.,99.14M,1.350,2.27%,14.05M
2083,BSBK,Bogota Financial Corp.,98.37M,7.76,0.39%,12.05M
2084,CLLS,Cellectis S.A.,98.26M,1.300,2.36%,49.22M
2085,QMCO,Quantum Corporation,97.55M,16.72,1.64%,285.87M
2086,ACHV,"Achieve Life Sciences, Inc.",97.47M,2.810,2.18%,
2087,OCX,OncoCyte Corporation,97.24M,3.400,3.03%,709.00K
2088,GLAC,Global Lights Acquisition Corp,97.11M,10.82,,
2089,ATLX,Atlas Lithium Corporation,96.75M,5.70,,748.65K
2090,CRBU,"Caribou Biosciences, Inc.",96.72M,1.040,4.01%,9.99M
2091,SLNG,"Stabilis Solutions, Inc.",96.70M,5.20,2.77%,73.29M
2092,QETA,Quetta Acquisition Corporation,96.36M,10.77,0.19%,
2093,UPLD,"Upland Software, Inc.",95.77M,3.400,1.80%,274.79M
2094,SNTI,"Senti Biosciences, Inc.",95.70M,3.680,4.84%,
2095,IVCA,Investcorp AI Acquisition Corp.,95.41M,12.01,-6.46%,
2096,CPHC,Canterbury Park Holding Corporation,95.39M,18.93,-0.37%,61.56M
2097,DYCQ,DT Cloud Acquisition Corporation,95.28M,10.63,,
2098,CSTE,Caesarstone Ltd.,95.03M,2.750,0.36%,443.22M
2099,WRAP,"Wrap Technologies, Inc.",94.98M,2.070,2.99%,4.23M
2100,PLRX,"Pliant Therapeutics, Inc.",94.92M,1.550,-1.90%,
2101,ATOS,"Atossa Therapeutics, Inc.",94.83M,0.754,5.35%,
2102,GEOS,Geospace Technologies Corporation,94.80M,7.42,-0.54%,122.79M
2103,NCSM,"NCS Multistage Holdings, Inc.",94.77M,37.30,3.01%,162.56M
2104,NOEM,CO2 Energy Transition Corp.,94.61M,9.87,,
2105,TCRX,"TScan Therapeutics, Inc.",94.51M,1.670,3.73%,2.82M
2106,THCH,TH International Limited,94.48M,2.990,-1.81%,207.03M
2107,SLS,"SELLAS Life Sciences Group, Inc.",94.30M,1.200,-0.83%,
2108,PRPL,"Purple Innovation, Inc.",94.29M,0.875,2.50%,487.88M
2109,DXLG,"Destination XL Group, Inc.",94.20M,1.760,-4.61%,467.02M
2110,DTI,Drilling Tools International Corporation,93.96M,2.640,-7.04%,154.45M
2111,ORMP,Oramed Pharmaceuticals Inc.,93.93M,2.330,-1.69%,
2112,VTYX,"Ventyx Biosciences, Inc.",93.89M,1.320,-0.75%,
2113,BKHA,Black Hawk Acquisition Corporation,93.85M,10.51,,
2114,IROH,Iron Horse Acquisitions Corp.,93.37M,10.53,,
2115,MGYR,"Magyar Bancorp, Inc.",93.31M,14.40,,32.42M
2116,NOTV,"Inotiv, Inc.",93.14M,2.750,-2.31%,475.11M
2117,PROV,"Provident Financial Holdings, Inc.",92.73M,13.86,-1.07%,38.44M
2118,CRDL,Cardiol Therapeutics Inc.,92.71M,1.120,-5.88%,
2119,OPTN,"OptiNose, Inc.",92.01M,9.15,,75.67M
2120,FFAI,Faraday Future Intelligent Electric Inc.,91.91M,1.260,-2.33%,537.00K
2121,LPTH,"LightPath Technologies, Inc.",91.57M,2.280,4.59%,32.16M
2122,HSPO,Horizon Space Acquisition I Corp.,91.40M,11.67,-0.93%,
2123,FSHP,Flag Ship Acquisition Corporation,91.29M,10.30,,
2124,DTSQ,DT Cloud Star Acquisition Corporation,91.10M,10.24,-0.05%,
2125,RSSS,"Research Solutions, Inc.",91.08M,2.790,-2.11%,48.21M
2126,ULBI,Ultralife Corporation,90.95M,5.47,-0.73%,165.15M
2127,PAVS,Paranovus Entertainment Technology Ltd.,90.90M,1.350,-0.74%,6.54M
2128,NB,NioCorp Developments Ltd.,90.83M,1.940,12.79%,
2129,ZURA,Zura Bio Limited,90.76M,1.390,-0.71%,
2130,RGLS,Regulus Therapeutics Inc.,90.75M,1.370,0.74%,
2131,TROO,"TROOPS, Inc.",90.75M,0.807,-3.62%,4.34M
2132,GORV,"Lazydays Holdings, Inc.",90.12M,0.821,-3.46%,920.77M
2133,YI,"111, Inc.",89.86M,10.49,3.45%,1.97B
2134,WLGS,"WANG & LEE GROUP, Inc.",89.74M,5.17,-3.72%,7.27M
2135,WMPN,William Penn Bancorporation,89.66M,10.62,-1.85%,20.36M
2136,LXEO,"Lexeo Therapeutics, Inc.",89.64M,2.710,0.74%,
2137,LSBK,"Lake Shore Bancorp, Inc.",89.59M,15.89,0.57%,25.85M
2138,FNWB,First Northwest Bancorp,89.48M,10.25,-0.58%,50.90M
2139,FNGR,"FingerMotion, Inc.",89.14M,1.560,6.85%,33.57M
2140,RANI,"Rani Therapeutics Holdings, Inc.",89.01M,1.550,3.33%,
2141,TDTH,Trident Digital Tech Holdings Ltd,88.85M,1.377,16.65%,1.38M
2142,XCUR,"Exicure, Inc.",88.76M,14.05,3.61%,500.00K
2143,IVVD,"Invivyd, Inc.",88.53M,0.738,-0.08%,25.38M
2144,VIGL,"Vigil Neuroscience, Inc.",88.21M,1.890,2.72%,
2145,BRID,Bridgford Foods Corporation,87.95M,9.69,-3.00%,221.35M
2146,NEOV,NeoVolta Inc.,87.89M,2.630,3.54%,2.52M
2147,PETS,"PetMed Express, Inc.",87.67M,4.250,5.20%,247.01M
2148,FONR,FONAR Corporation,87.62M,13.84,0.22%,101.57M
2149,CLYM,"Climb Bio, Inc.",87.39M,1.300,1.56%,
2150,ABAT,American Battery Technology Company,87.20M,1.030,-0.96%,877.90K
2151,STKS,"The ONE Group Hospitality, Inc.",86.91M,2.800,4.09%,673.34M
2152,QUIK,QuickLogic Corporation,86.19M,5.62,-1.06%,20.11M
2153,ACOG,Alpha Cognition Inc.,86.03M,5.37,-3.24%,
2154,AITR,AI Transportation Acquisition Corp,85.82M,10.95,,
2155,WETO,Webus International Limited,85.80M,3.900,-3.70%,6.33M
2156,ZEO,Zeo Energy Corp.,85.22M,1.730,4.85%,77.58M
2157,CABA,"Cabaletta Bio, Inc.",85.05M,1.740,-0.57%,
2158,BZFD,"BuzzFeed, Inc.",84.76M,2.200,-2.65%,189.89M
2159,AKYA,"Akoya Biosciences, Inc.",84.69M,1.700,1.19%,81.67M
2160,RDZN,"Roadzen, Inc.",84.58M,1.140,1.79%,42.89M
2161,UEIC,Universal Electronics Inc.,84.44M,6.40,-3.03%,394.88M
2162,LUCD,Lucid Diagnostics Inc.,84.28M,1.520,-3.18%,4.19M
2163,NUKK,Nukkleus Inc.,84.22M,17.58,9.74%,5.91M
2164,LPSN,"LivePerson, Inc.",84.05M,0.920,0.82%,312.47M
2165,SILC,Silicom Ltd.,83.73M,14.60,-1.22%,58.11M
2166,GMHS,Gamehaus Holdings Inc.,83.57M,1.560,-4.29%,145.24M
2167,SFWL,Shengfeng Development Limited,83.32M,1.010,,446.28M
2168,XCH,XCHG Limited,83.11M,1.398,8.79%,39.07M
2169,ADVB,Advanced Biomed Inc.,83.10M,3.840,4.07%,
2170,YAAS,Youxin Technology Ltd,82.53M,2.460,6.03%,521.24K
2171,ESGL,ESGL Holdings Limited,82.45M,2.030,6.84%,6.26M
2172,JVSA,JVSPAC Acquisition Corp.,82.40M,10.72,,
2173,HSPT,Horizon Space Acquisition II Corp.,82.30M,10.10,0.10%,
2174,GAN,GAN Limited,81.98M,1.790,0.56%,135.00M
2175,BTM,Bitcoin Depot Inc.,81.96M,1.360,-1.45%,573.70M
2176,HYMC,Hycroft Mining Holding Corporation,81.95M,3.280,1.55%,
2177,ANL,Adlai Nortye Ltd.,81.55M,2.210,-5.96%,5.00M
2178,COLA,Columbus Acquisition Corp,81.53M,9.98,0.10%,
2179,NSPR,"InspireMD, Inc.",81.35M,2.740,-0.36%,7.01M
2180,LVO,"LiveOne, Inc.",81.29M,0.841,3.00%,126.02M
2181,EDAP,EDAP TMS S.A.,81.26M,2.190,-3.74%,70.72M
2182,ASPC,A SPAC III Acquisition Corp.,81.11M,10.07,,
2183,HLVX,"HilleVax, Inc.",81.03M,1.680,-2.33%,
2184,ATMV,AlphaVest Acquisition Corp,80.99M,11.56,,
2185,HNNA,"Hennessy Advisors, Inc.",80.95M,10.40,0.39%,33.21M
2186,AUID,authID Inc.,80.60M,7.38,17.52%,886.49K
2187,VTGN,"Vistagen Therapeutics, Inc.",80.53M,2.790,0.72%,698.00K
2188,INVE,"Identiv, Inc.",80.44M,3.420,3.95%,26.63M
2189,SNT,Senstar Technologies Corporation,80.42M,3.450,-0.58%,34.46M
2190,MCHX,"Marchex, Inc.",80.20M,1.850,5.11%,48.12M
2191,AVTX,"Avalo Therapeutics, Inc.",80.15M,7.66,-6.81%,441.00K
2192,CURR,CURRENC Group Inc.,80.03M,1.720,-3.37%,48.72M
2193,ATMC,AlphaTime Acquisition Corp,79.73M,11.60,,
2194,CAPN,Cayson Acquisition Corp,79.40M,10.14,,
2195,MSSA,Metal Sky Star Acquisition Corporation,79.13M,12.35,2.40%,
2196,VFF,"Village Farms International, Inc.",79.04M,0.704,3.47%,336.18M
2197,YHNA,YHN Acquisition I Limited,78.97M,10.19,-0.10%,
2198,SGA,"Saga Communications, Inc.",78.89M,12.60,0.24%,110.29M
2199,CYCC,"Cyclacel Pharmaceuticals, Inc.",78.83M,0.320,6.81%,74.00K
2200,IROQ,"IF Bancorp, Inc.",78.72M,24.40,0.74%,24.23M
2201,LNZA,"LanzaTech Global, Inc.",78.60M,0.397,-0.75%,58.03M
2202,EURK,Eureka Acquisition Corp,78.60M,10.28,,
2203,BAFN,BayFirst Financial Corp.,78.53M,19.00,1.71%,83.77M
2204,MAYS,"J.W. Mays, Inc.",78.37M,38.88,2.15%,22.04M
2205,JSPR,"Jasper Therapeutics, Inc.",78.27M,5.21,-1.88%,
2206,QVCGA,QVC Group Inc.,78.24M,0.196,14.66%,10.04B
2207,ZYXI,"Zynex, Inc.",78.19M,2.450,-4.67%,192.35M
2208,ZENV,Zenvia Inc.,77.80M,1.500,-0.99%,173.59M
2209,FUSB,"First US Bancshares, Inc.",77.79M,13.50,0.59%,39.11M
2210,BMGL,Basel Medical Group Ltd,77.70M,4.210,0.24%,7.43M
2211,SRTS,"Sensus Healthcare, Inc.",77.69M,4.710,-0.63%,41.81M
2212,IMPP,Imperial Petroleum Inc.,77.35M,2.550,-1.54%,147.48M
2213,NA,Nano Labs Ltd,76.94M,4.664,-7.56%,6.99M
2214,FVN,Future Vision II Acquisition Corp.,76.80M,10.18,0.10%,
2215,HGBL,Heritage Global Inc.,76.67M,2.160,-3.14%,45.36M
2216,CHCI,"Comstock Holding Companies, Inc.",76.54M,7.74,14.16%,51.29M
2217,RDAC,Rising Dragon Acquisition Corp.,76.49M,10.20,,
2218,YIBO,Planet Image International Limited,76.49M,1.420,2.87%,153.28M
2219,CLSD,"Clearside Biomedical, Inc.",76.22M,1.005,-0.50%,7.70M
2220,AUBN,"Auburn National Bancorporation, Inc.",75.99M,21.75,5.17%,30.56M
2221,GNTA,Genenta Science S.p.A.,75.90M,4.150,5.87%,
2222,UBCP,"United Bancorp, Inc.",75.90M,13.00,3.01%,28.96M
2223,MWYN,"Marwynn Holdings, Inc.",75.67M,4.450,13.23%,11.72M
2224,MDXH,MDxHealth SA,75.66M,1.600,0.63%,90.05M
2225,VERU,Veru Inc.,75.62M,0.517,2.34%,16.89M
2226,GRWG,GrowGeneration Corp.,75.51M,1.270,3.25%,188.87M
2227,REE,REE Automotive Ltd.,75.38M,3.870,-3.25%,626.00K
2228,IFRX,InflaRx N.V.,75.37M,1.280,1.59%,171.64K
2229,TOI,"The Oncology Institute, Inc.",75.27M,0.996,3.75%,378.93M
2230,CODA,"Coda Octopus Group, Inc.",75.13M,6.69,-0.64%,21.06M
2231,MNOV,"MediciNova, Inc.",75.04M,1.530,1.32%,
2232,NTRB,Nutriband Inc.,74.74M,6.73,0.15%,2.02M
2233,QSEA,Quartzsea Acquisition Corporation,74.61M,10.05,-0.10%,
2234,ADAG,Adagene Inc.,74.60M,1.685,-5.34%,815.75K
2235,PYXS,"Pyxis Oncology, Inc.",74.52M,1.210,8.04%,16.15M
2236,ADAP,Adaptimmune Therapeutics plc,74.41M,0.291,3.86%,175.04M
2237,ALOT,"AstroNova, Inc.",74.31M,9.87,-1.99%,153.52M
2238,BAER,"Bridger Aerospace Group Holdings, Inc.",74.28M,1.370,-10.46%,98.61M
2239,ONDS,Ondas Holdings Inc.,74.02M,0.701,1.58%,7.19M
2240,AXTI,"AXT, Inc.",74.02M,1.680,-2.33%,99.36M
2241,ASYS,"Amtech Systems, Inc.",73.87M,5.17,5.51%,100.68M
2242,CBAT,"CBAK Energy Technology, Inc.",73.78M,0.820,-0.94%,176.61M
2243,DLTH,Duluth Holdings Inc.,73.52M,2.090,-0.95%,626.63M
2244,THTX,Theratechnologies Inc.,73.07M,1.580,-2.47%,85.87M
2245,AVTE,"Aerovate Therapeutics, Inc.",73.04M,2.520,0.80%,
2246,ABOS,"Acumen Pharmaceuticals, Inc.",72.10M,1.200,1.69%,
2247,RRGB,"Red Robin Gourmet Burgers, Inc.",71.97M,4.120,-4.85%,1.25B
2248,ENTX,Entera Bio Ltd.,71.82M,1.950,1.04%,99.00K
2249,CCG,Cheche Group Inc.,71.32M,0.916,-1.51%,478.62M
2250,IGMS,"IGM Biosciences, Inc.",71.13M,1.200,,2.68M
2251,ICCM,IceCure Medical Ltd,70.71M,1.250,,3.67M
2252,GMM,Global Mofy AI Limited,70.61M,4.030,1.00%,41.36M
2253,UNCY,"Unicycive Therapeutics, Inc.",70.58M,0.680,4.78%,
2254,AZI,Autozi Internet Technology (Global) Ltd.,70.51M,0.665,4.16%,124.74M
2255,CBUS,"Cibus, Inc.",70.42M,2.050,-6.39%,4.26M
2256,INO,"Inovio Pharmaceuticals, Inc.",70.40M,1.920,-1.03%,217.76K
2257,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",70.34M,5.78,-3.75%,
2258,TBNK,Territorial Bancorp Inc.,70.23M,8.15,-0.49%,36.40M
2259,EPIX,ESSA Pharma Inc.,70.13M,1.580,-1.25%,
2260,ASMB,"Assembly Biosciences, Inc.",69.98M,11.01,2.99%,28.52M
2261,OAKU,Oak Woods Acquisition Corporation,69.74M,11.55,,
2262,SKYE,"Skye Bioscience, Inc.",69.69M,2.250,19.05%,
2263,XGN,Exagen Inc.,69.44M,3.880,5.15%,55.64M
2264,FDSB,"Fifth District Bancorp, Inc.",69.38M,12.48,-0.48%,10.90M
2265,IMAB,I-Mab,69.27M,0.851,-1.15%,569.46K
2266,CNTX,Context Therapeutics Inc.,69.23M,0.772,0.21%,
2267,ASRT,"Assertio Holdings, Inc.",69.22M,0.723,1.63%,124.96M
2268,MATH,Metalpha Technology Holding Limited,69.09M,1.820,-1.62%,31.40M
2269,AIMAU,Aimfinity Investment Corp. I,69.04M,12.29,2.42%,
2270,MHLD,"Maiden Holdings, Ltd.",68.86M,0.700,0.92%,56.44M
2271,WIMI,WiMi Hologram Cloud Inc.,68.75M,0.700,-3.75%,84.14M
2272,YXT,YXT.COM Group Holding Limited,67.89M,1.130,13.00%,48.03M
2273,OKUR,"OnKure Therapeutics, Inc.",67.85M,5.00,,
2274,FOSL,"Fossil Group, Inc.",67.64M,1.270,-0.78%,1.14B
2275,NVA,Nova Minerals Limited,67.58M,12.38,-0.17%,
2276,DLHC,DLH Holdings Corp.,67.47M,4.670,-1.27%,388.87M
2277,SSBI,Summit State Bank,67.36M,9.94,7.23%,25.78M
2278,YYGH,YY Group Holding Limited,67.04M,1.720,3.86%,37.37M
2279,YSXT,"YSX Tech. Co., Ltd",67.03M,2.860,-7.44%,66.14M
2280,BEAT,"HeartBeam, Inc.",66.78M,1.980,1.28%,
2281,APLT,"Applied Therapeutics, Inc.",66.68M,0.573,14.69%,-212.00K
2282,BOTJ,"Bank of the James Financial Group, Inc.",66.61M,14.66,-0.27%,45.03M
2283,ALTS,ALT5 Sigma Corporation,66.55M,4.730,0.21%,7.11M
2284,CGTL,Creative Global Technology Holdings Limited,66.46M,3.100,-4.91%,35.61M
2285,MURA,Mural Oncology plc,66.33M,3.850,-0.52%,
2286,ANEB,"Anebulo Pharmaceuticals, Inc.",66.15M,1.610,-18.69%,
2287,IKNA,"Ikena Oncology, Inc.",66.11M,1.370,4.58%,
2288,TBH,"Brag House Holdings, Inc.",66.06M,6.29,8.82%,366.39K
2289,PMVP,"PMV Pharmaceuticals, Inc.",65.96M,1.270,0.79%,
2290,ALGS,"Aligos Therapeutics, Inc.",65.73M,10.79,-6.34%,3.95M
2291,VRA,"Vera Bradley, Inc.",65.71M,2.370,-2.87%,371.97M
2292,FKWL,Franklin Wireless Corp.,65.40M,5.60,-1.67%,43.44M
2293,INCR,InterCure Ltd.,65.34M,1.490,,72.42M
2294,DSY,Big Tree Cloud Holdings Limited,65.07M,1.140,-12.98%,7.32M
2295,BYFC,Broadway Financial Corporation,65.04M,7.51,-1.59%,32.66M
2296,VANI,"Vivani Medical, Inc.",64.57M,1.090,-0.91%,
2297,RIBB,Ribbon Acquisition Corp.,64.54M,9.98,0.05%,
2298,LOAN,"Manhattan Bridge Capital, Inc.",64.51M,5.64,-1.90%,7.35M
2299,BYSI,BeyondSpring Inc.,64.48M,1.600,-4.19%,1.88M
2300,STRO,"Sutro Biopharma, Inc.",64.25M,0.767,-3.66%,62.04M
2301,CPIX,Cumberland Pharmaceuticals Inc.,64.11M,4.590,-5.94%,37.87M
2302,LEE,"Lee Enterprises, Incorporated",64.08M,10.35,3.60%,600.26M
2303,LINK,"Interlink Electronics, Inc.",63.92M,6.48,1.09%,12.23M
2304,CCLD,"CareCloud, Inc.",63.90M,1.510,-4.43%,110.84M
2305,FORA,Forian Inc.,63.89M,2.060,-5.50%,19.71M
2306,LITM,Snow Lake Resources Ltd.,63.85M,0.686,14.13%,
2307,HYPR,"Hyperfine, Inc.",63.67M,0.820,-4.92%,12.89M
2308,MDBH,"MDB Capital Holdings, LLC",63.63M,6.40,-0.85%,1.94M
2309,CPBI,"Central Plains Bancshares, Inc.",63.63M,15.00,1.01%,18.55M
2310,ACET,"Adicet Bio, Inc.",63.35M,0.766,0.24%,
2311,IOBT,"IO Biotech, Inc.",63.24M,0.960,1.05%,
2312,GSIT,"GSI Technology, Inc.",63.24M,2.470,-1.59%,19.79M
2313,ASPS,Altisource Portfolio Solutions S.A.,63.21M,0.730,-9.28%,150.35M
2314,INZY,"Inozyme Pharma, Inc.",62.58M,0.980,2.64%,
2315,TYGO,"Tigo Energy, Inc.",62.57M,1.030,11.40%,54.01M
2316,CUE,"Cue Biopharma, Inc.",62.37M,0.985,2.56%,9.53M
2317,GANX,"Gain Therapeutics, Inc.",62.07M,2.340,2.18%,
2318,KLXE,"KLX Energy Services Holdings, Inc.",61.96M,3.560,-7.05%,709.30M
2319,PIII,P3 Health Partners Inc.,61.72M,0.172,1.24%,1.48B
2320,MAXN,"Maxeon Solar Technologies, Ltd.",61.49M,3.710,-6.55%,689.01M
2321,GBBK,Global Blockchain Acquisition Corp.,61.45M,11.28,,
2322,MGX,"Metagenomi, Inc.",61.31M,1.640,-2.38%,52.30M
2323,GUTS,"Fractyl Health, Inc.",61.15M,1.250,1.63%,93.00K
2324,JG,Aurora Mobile Limited,61.05M,10.20,-3.50%,43.32M
2325,AIRE,reAlpha Tech Corp.,61.00M,1.330,-0.75%,379.24K
2326,ACHL,Achilles Therapeutics plc,60.83M,1.480,,
2327,QNCX,"Quince Therapeutics, Inc.",60.72M,1.380,0.73%,
2328,BOWN,Bowen Acquisition Corp,60.50M,6.60,-7.04%,
2329,WFCF,"Where Food Comes From, Inc.",60.44M,11.55,-1.03%,25.75M
2330,PTHL,Pheton Holdings Ltd,60.42M,4.240,5.47%,448.20K
2331,WPRT,Westport Fuel Systems Inc.,60.41M,3.700,-3.77%,314.36M
2332,SHIM,Shimmick Corporation,60.32M,1.760,5.39%,480.24M
2333,VEEA,Veea Inc.,59.95M,1.680,-0.59%,140.04K
2334,SNAL,"Snail, Inc.",59.50M,1.610,,86.82M
2335,BAYA,Bayview Acquisition Corp,59.20M,10.88,-0.18%,
2336,DOMH,Dominari Holdings Inc.,59.20M,4.130,-4.40%,12.59M
2337,RAND,Rand Capital Corporation,59.16M,19.92,2.41%,8.56M
2338,MBOT,Microbot Medical Inc.,59.07M,1.700,2.41%,
2339,NHTC,Natural Health Trends Corp.,59.03M,5.14,2.19%,42.96M
2340,SMXT,"SolarMax Technology, Inc.",58.87M,1.300,9.70%,28.79M
2341,ICAD,"iCAD, Inc.",58.77M,2.260,8.13%,19.61M
